subject	roi_set	roi	condition	condition_label	run	target_phase	reinstatement	n_trials
sub-07	meta_spatial	meta_L_precuneus	kj	KJ	4	retrieval	0.030117169821465492	4
sub-07	meta_spatial	meta_R_PPA_PHG	yy	YY	3	retrieval	0.008722493347216113	30
sub-07	meta_spatial	meta_R_PPA_PHG	yy	YY	4	retrieval	-0.03947614958136293	30
sub-07	meta_spatial	meta_R_PPA_PHG	kj	KJ	3	retrieval	0.04565780385029328	4
sub-07	meta_spatial	meta_R_PPA_PHG	kj	KJ	4	retrieval	0.05852097557273492	4
sub-07	meta_spatial	meta_R_PPC_SPL	yy	YY	3	retrieval	0.0441853523603036	30
sub-07	meta_spatial	meta_R_PPC_SPL	yy	YY	4	retrieval	-0.00505682856892929	30
sub-07	meta_spatial	meta_R_PPC_SPL	kj	KJ	3	retrieval	0.06422156884527942	4
sub-07	meta_spatial	meta_R_PPC_SPL	kj	KJ	4	retrieval	0.09204834630372653	4
sub-07	meta_spatial	meta_R_RSC_PCC	yy	YY	3	retrieval	0.025297032158164482	30
sub-07	meta_spatial	meta_R_RSC_PCC	yy	YY	4	retrieval	-0.004201227053567286	30
sub-07	meta_spatial	meta_R_RSC_PCC	kj	KJ	3	retrieval	0.07690679715006349	4
sub-07	meta_spatial	meta_R_RSC_PCC	kj	KJ	4	retrieval	-0.02628691163968095	4
sub-07	meta_spatial	meta_R_hippocampus	yy	YY	3	retrieval	0.017358509416401952	30
sub-07	meta_spatial	meta_R_hippocampus	yy	YY	4	retrieval	-0.012162767727051273	30
sub-07	meta_spatial	meta_R_hippocampus	kj	KJ	3	retrieval	0.06750356524662755	4
sub-07	meta_spatial	meta_R_hippocampus	kj	KJ	4	retrieval	0.06424074430267937	4
sub-07	meta_spatial	meta_R_precuneus	yy	YY	3	retrieval	-0.004612263163347122	30
sub-07	meta_spatial	meta_R_precuneus	yy	YY	4	retrieval	-0.0005005780209746596	30
sub-07	meta_spatial	meta_R_precuneus	kj	KJ	3	retrieval	-0.0004857541828918871	4
sub-07	meta_spatial	meta_R_precuneus	kj	KJ	4	retrieval	0.07786943130157266	4
sub-08	meta_spatial	meta_L_PPA_PHG	yy	YY	3	retrieval	0.03322791788126432	30
sub-08	meta_spatial	meta_L_PPA_PHG	yy	YY	4	retrieval	-0.030166107559650445	30
sub-08	meta_spatial	meta_L_PPA_PHG	kj	KJ	3	retrieval	0.06791417267654112	4
sub-08	meta_spatial	meta_L_PPA_PHG	kj	KJ	4	retrieval	-0.04336771326449171	4
sub-08	meta_spatial	meta_L_PPC_SPL	yy	YY	3	retrieval	0.011100866501180771	30
sub-08	meta_spatial	meta_L_PPC_SPL	yy	YY	4	retrieval	0.04242153431099554	30
sub-08	meta_spatial	meta_L_PPC_SPL	kj	KJ	3	retrieval	-0.10808311179243064	4
sub-08	meta_spatial	meta_L_PPC_SPL	kj	KJ	4	retrieval	0.1705697875065755	4
sub-08	meta_spatial	meta_L_RSC_PCC	yy	YY	3	retrieval	0.057286734341371916	30
sub-08	meta_spatial	meta_L_RSC_PCC	yy	YY	4	retrieval	0.007257131002098837	30
sub-08	meta_spatial	meta_L_RSC_PCC	kj	KJ	3	retrieval	0.0889152992257792	4
sub-08	meta_spatial	meta_L_RSC_PCC	kj	KJ	4	retrieval	-0.06332105751338504	4
sub-08	meta_spatial	meta_L_hippocampus	yy	YY	3	retrieval	-0.027460175050531613	30
sub-08	meta_spatial	meta_L_hippocampus	yy	YY	4	retrieval	-0.018512229989726806	30
sub-08	meta_spatial	meta_L_hippocampus	kj	KJ	3	retrieval	-0.03809294738587314	4
sub-08	meta_spatial	meta_L_hippocampus	kj	KJ	4	retrieval	0.08980145956969952	4
sub-08	meta_spatial	meta_L_precuneus	yy	YY	3	retrieval	0.0516790542209868	30
sub-08	meta_spatial	meta_L_precuneus	yy	YY	4	retrieval	0.06619791415778183	30
sub-08	meta_spatial	meta_L_precuneus	kj	KJ	3	retrieval	0.01228945714017136	4
sub-08	meta_spatial	meta_L_precuneus	kj	KJ	4	retrieval	0.03451574764081558	4
sub-08	meta_spatial	meta_R_PPA_PHG	yy	YY	3	retrieval	0.021114686198117828	30
sub-08	meta_spatial	meta_R_PPA_PHG	yy	YY	4	retrieval	-0.05952794692143982	30
sub-08	meta_spatial	meta_R_PPA_PHG	kj	KJ	3	retrieval	0.06985582848770892	4
sub-08	meta_spatial	meta_R_PPA_PHG	kj	KJ	4	retrieval	-0.009013086405467371	4
sub-08	meta_spatial	meta_R_PPC_SPL	yy	YY	3	retrieval	0.010558366599604364	30
sub-08	meta_spatial	meta_R_PPC_SPL	yy	YY	4	retrieval	0.01894345391090213	30
sub-08	meta_spatial	meta_R_PPC_SPL	kj	KJ	3	retrieval	-0.013795966876607058	4
sub-08	meta_spatial	meta_R_PPC_SPL	kj	KJ	4	retrieval	-0.1102988656091712	4
sub-08	meta_spatial	meta_R_RSC_PCC	yy	YY	3	retrieval	-0.013142094695669005	30
sub-08	meta_spatial	meta_R_RSC_PCC	yy	YY	4	retrieval	0.01496327234676657	30
sub-08	meta_spatial	meta_R_RSC_PCC	kj	KJ	3	retrieval	0.03248639404768225	4
sub-08	meta_spatial	meta_R_RSC_PCC	kj	KJ	4	retrieval	0.12337928176685609	4
sub-08	meta_spatial	meta_R_hippocampus	yy	YY	3	retrieval	-0.009258284577708017	30
sub-08	meta_spatial	meta_R_hippocampus	yy	YY	4	retrieval	-0.010424263620145091	30
sub-08	meta_spatial	meta_R_hippocampus	kj	KJ	3	retrieval	0.05998160075701518	4
sub-08	meta_spatial	meta_R_hippocampus	kj	KJ	4	retrieval	-0.0453137139916531	4
sub-08	meta_spatial	meta_R_precuneus	yy	YY	3	retrieval	0.01926370418873956	30
sub-08	meta_spatial	meta_R_precuneus	yy	YY	4	retrieval	-0.006404474886962012	30
sub-08	meta_spatial	meta_R_precuneus	kj	KJ	3	retrieval	0.012041491264352236	4
sub-08	meta_spatial	meta_R_precuneus	kj	KJ	4	retrieval	-0.010906882472764563	4
sub-09	meta_spatial	meta_L_PPA_PHG	yy	YY	3	retrieval	0.009918910148830345	30
sub-09	meta_spatial	meta_L_PPA_PHG	yy	YY	4	retrieval	0.01987097135403833	30
sub-09	meta_spatial	meta_L_PPA_PHG	kj	KJ	3	retrieval	0.061312107371042285	4
sub-09	meta_spatial	meta_L_PPA_PHG	kj	KJ	4	retrieval	-0.08981573386520306	4
sub-09	meta_spatial	meta_L_PPC_SPL	yy	YY	3	retrieval	0.0017730437739855221	30
sub-09	meta_spatial	meta_L_PPC_SPL	yy	YY	4	retrieval	0.0007067543353037817	30
sub-09	meta_spatial	meta_L_PPC_SPL	kj	KJ	3	retrieval	0.009585054914828563	4
sub-09	meta_spatial	meta_L_PPC_SPL	kj	KJ	4	retrieval	-0.007151024090075935	4
sub-09	meta_spatial	meta_L_RSC_PCC	yy	YY	3	retrieval	0.035162852919903266	30
sub-09	meta_spatial	meta_L_RSC_PCC	yy	YY	4	retrieval	-0.025221687112589482	30
sub-09	meta_spatial	meta_L_RSC_PCC	kj	KJ	3	retrieval	-0.048535977375275284	4
sub-09	meta_spatial	meta_L_RSC_PCC	kj	KJ	4	retrieval	0.03732822764117604	4
sub-09	meta_spatial	meta_L_hippocampus	yy	YY	3	retrieval	-0.02666142699314672	30
sub-09	meta_spatial	meta_L_hippocampus	yy	YY	4	retrieval	0.001472068043275869	30
sub-09	meta_spatial	meta_L_hippocampus	kj	KJ	3	retrieval	0.06075178275937935	4
sub-09	meta_spatial	meta_L_hippocampus	kj	KJ	4	retrieval	-0.04893928790338044	4
sub-09	meta_spatial	meta_L_precuneus	yy	YY	3	retrieval	0.06931428778036289	30
sub-09	meta_spatial	meta_L_precuneus	yy	YY	4	retrieval	0.09140203007511526	30
sub-09	meta_spatial	meta_L_precuneus	kj	KJ	3	retrieval	-0.049185067333797544	4
sub-09	meta_spatial	meta_L_precuneus	kj	KJ	4	retrieval	-0.09339635293161991	4
sub-09	meta_spatial	meta_R_PPA_PHG	yy	YY	3	retrieval	0.018082645286327366	30
sub-09	meta_spatial	meta_R_PPA_PHG	yy	YY	4	retrieval	0.041213412438307485	30
sub-09	meta_spatial	meta_R_PPA_PHG	kj	KJ	3	retrieval	0.04571241980480881	4
sub-09	meta_spatial	meta_R_PPA_PHG	kj	KJ	4	retrieval	-0.0867222735300705	4
sub-09	meta_spatial	meta_R_PPC_SPL	yy	YY	3	retrieval	0.00014456296608032678	30
sub-09	meta_spatial	meta_R_PPC_SPL	yy	YY	4	retrieval	0.05197213410309786	30
sub-09	meta_spatial	meta_R_PPC_SPL	kj	KJ	3	retrieval	-0.0286580441686676	4
sub-09	meta_spatial	meta_R_PPC_SPL	kj	KJ	4	retrieval	0.03231068172024575	4
sub-09	meta_spatial	meta_R_RSC_PCC	yy	YY	3	retrieval	-0.004793785183132623	30
sub-09	meta_spatial	meta_R_RSC_PCC	yy	YY	4	retrieval	-0.00383986424544881	30
sub-09	meta_spatial	meta_R_RSC_PCC	kj	KJ	3	retrieval	-0.07795344857159386	4
sub-09	meta_spatial	meta_R_RSC_PCC	kj	KJ	4	retrieval	0.06391065224108125	4
sub-09	meta_spatial	meta_R_hippocampus	yy	YY	3	retrieval	0.01661566915639567	30
sub-09	meta_spatial	meta_R_hippocampus	yy	YY	4	retrieval	-0.0011636894324482561	30
sub-09	meta_spatial	meta_R_hippocampus	kj	KJ	3	retrieval	-0.04989144900190655	4
sub-09	meta_spatial	meta_R_hippocampus	kj	KJ	4	retrieval	0.06867426316283011	4
sub-09	meta_spatial	meta_R_precuneus	yy	YY	3	retrieval	-0.03568915372048109	30
sub-09	meta_spatial	meta_R_precuneus	yy	YY	4	retrieval	0.00028057961625082005	30
sub-09	meta_spatial	meta_R_precuneus	kj	KJ	3	retrieval	-0.015236382494729701	4
sub-09	meta_spatial	meta_R_precuneus	kj	KJ	4	retrieval	0.1368948429876436	4
sub-10	meta_spatial	meta_L_PPA_PHG	yy	YY	3	retrieval	0.03908462600604038	30
sub-10	meta_spatial	meta_L_PPA_PHG	yy	YY	4	retrieval	0.012631553296480639	30
sub-10	meta_spatial	meta_L_PPA_PHG	kj	KJ	3	retrieval	0.07916993199177746	4
sub-10	meta_spatial	meta_L_PPA_PHG	kj	KJ	4	retrieval	-0.013555349755410106	4
sub-10	meta_spatial	meta_L_PPC_SPL	yy	YY	3	retrieval	-0.01428410299294937	30
sub-10	meta_spatial	meta_L_PPC_SPL	yy	YY	4	retrieval	-0.06789770830065743	30
sub-10	meta_spatial	meta_L_PPC_SPL	kj	KJ	3	retrieval	0.15033339611737231	4
sub-10	meta_spatial	meta_L_PPC_SPL	kj	KJ	4	retrieval	0.059747160252211676	4
sub-10	meta_spatial	meta_L_RSC_PCC	yy	YY	3	retrieval	0.009728080699312943	30
sub-10	meta_spatial	meta_L_RSC_PCC	yy	YY	4	retrieval	-0.020544895030677367	30
sub-10	meta_spatial	meta_L_RSC_PCC	kj	KJ	3	retrieval	-0.017945153597069087	4
sub-10	meta_spatial	meta_L_RSC_PCC	kj	KJ	4	retrieval	-0.022493166884845955	4
sub-10	meta_spatial	meta_L_hippocampus	yy	YY	3	retrieval	0.02204470263250641	30
sub-10	meta_spatial	meta_L_hippocampus	yy	YY	4	retrieval	-0.036985640839014185	30
sub-10	meta_spatial	meta_L_hippocampus	kj	KJ	3	retrieval	0.0995411822779605	4
sub-10	meta_spatial	meta_L_hippocampus	kj	KJ	4	retrieval	0.05353930681199084	4
sub-10	meta_spatial	meta_L_precuneus	yy	YY	3	retrieval	0.023747193085796304	30
sub-10	meta_spatial	meta_L_precuneus	yy	YY	4	retrieval	-0.026516291276277828	30
sub-10	meta_spatial	meta_L_precuneus	kj	KJ	3	retrieval	0.05426982848097148	4
sub-10	meta_spatial	meta_L_precuneus	kj	KJ	4	retrieval	0.08975868309227789	4
sub-10	meta_spatial	meta_R_PPA_PHG	yy	YY	3	retrieval	0.010572421761493377	30
sub-10	meta_spatial	meta_R_PPA_PHG	yy	YY	4	retrieval	-0.03549850096482024	30
sub-10	meta_spatial	meta_R_PPA_PHG	kj	KJ	3	retrieval	0.07762895629874601	4
sub-10	meta_spatial	meta_R_PPA_PHG	kj	KJ	4	retrieval	-0.017665144517063698	4
sub-10	meta_spatial	meta_R_PPC_SPL	yy	YY	3	retrieval	-0.056000612057561655	30
sub-10	meta_spatial	meta_R_PPC_SPL	yy	YY	4	retrieval	-0.02293315874831452	30
sub-10	meta_spatial	meta_R_PPC_SPL	kj	KJ	3	retrieval	0.16757941246615085	4
sub-10	meta_spatial	meta_R_PPC_SPL	kj	KJ	4	retrieval	0.10287333199859269	4
sub-10	meta_spatial	meta_R_RSC_PCC	yy	YY	3	retrieval	0.06644102308569214	30
sub-10	meta_spatial	meta_R_RSC_PCC	yy	YY	4	retrieval	-0.06976023669712479	30
sub-10	meta_spatial	meta_R_RSC_PCC	kj	KJ	3	retrieval	-0.05933103269989095	4
sub-10	meta_spatial	meta_R_RSC_PCC	kj	KJ	4	retrieval	-0.01165319532261308	4
sub-10	meta_spatial	meta_R_hippocampus	yy	YY	3	retrieval	0.020449277568942974	30
sub-10	meta_spatial	meta_R_hippocampus	yy	YY	4	retrieval	-0.049692138470006905	30
sub-10	meta_spatial	meta_R_hippocampus	kj	KJ	3	retrieval	0.09623900764068524	4
sub-10	meta_spatial	meta_R_hippocampus	kj	KJ	4	retrieval	-0.050873540442082754	4
sub-10	meta_spatial	meta_R_precuneus	yy	YY	3	retrieval	0.011244818588282916	30
sub-10	meta_spatial	meta_R_precuneus	yy	YY	4	retrieval	-0.004184422798128188	30
sub-10	meta_spatial	meta_R_precuneus	kj	KJ	3	retrieval	0.0558309631588823	4
sub-10	meta_spatial	meta_R_precuneus	kj	KJ	4	retrieval	0.05094652959145918	4
sub-11	meta_spatial	meta_L_PPA_PHG	yy	YY	3	retrieval	-0.03411819539014703	30
sub-11	meta_spatial	meta_L_PPA_PHG	yy	YY	4	retrieval	-0.02089291913396428	30
sub-11	meta_spatial	meta_L_PPA_PHG	kj	KJ	3	retrieval	0.028915286742385717	4
sub-11	meta_spatial	meta_L_PPA_PHG	kj	KJ	4	retrieval	0.05031137162929778	4
sub-11	meta_spatial	meta_L_PPC_SPL	yy	YY	3	retrieval	0.0025602950680307618	30
sub-11	meta_spatial	meta_L_PPC_SPL	yy	YY	4	retrieval	0.007750546489042416	30
sub-11	meta_spatial	meta_L_PPC_SPL	kj	KJ	3	retrieval	-0.005254386877684852	4
sub-11	meta_spatial	meta_L_PPC_SPL	kj	KJ	4	retrieval	-0.07459495860397136	4
sub-11	meta_spatial	meta_L_RSC_PCC	yy	YY	3	retrieval	0.09504735852427225	30
sub-11	meta_spatial	meta_L_RSC_PCC	yy	YY	4	retrieval	-0.038256922125245105	30
sub-11	meta_spatial	meta_L_RSC_PCC	kj	KJ	3	retrieval	0.22798065790732563	4
sub-11	meta_spatial	meta_L_RSC_PCC	kj	KJ	4	retrieval	-0.022715338585493516	4
sub-11	meta_spatial	meta_L_hippocampus	yy	YY	3	retrieval	-0.025306674930063448	30
sub-11	meta_spatial	meta_L_hippocampus	yy	YY	4	retrieval	-0.006173728519586678	30
sub-11	meta_spatial	meta_L_hippocampus	kj	KJ	3	retrieval	-0.06688499833755737	4
sub-11	meta_spatial	meta_L_hippocampus	kj	KJ	4	retrieval	0.0040324395648656045	4
sub-11	meta_spatial	meta_L_precuneus	yy	YY	3	retrieval	-0.015880803231458497	30
sub-11	meta_spatial	meta_L_precuneus	yy	YY	4	retrieval	-0.01224650856840072	30
sub-11	meta_spatial	meta_L_precuneus	kj	KJ	3	retrieval	-0.10895368112257135	4
sub-11	meta_spatial	meta_L_precuneus	kj	KJ	4	retrieval	0.01211970560233359	4
sub-11	meta_spatial	meta_R_PPA_PHG	yy	YY	3	retrieval	-0.030832381415873224	30
sub-11	meta_spatial	meta_R_PPA_PHG	yy	YY	4	retrieval	-0.013119209401665687	30
sub-11	meta_spatial	meta_R_PPA_PHG	kj	KJ	3	retrieval	0.02152871764374281	4
sub-11	meta_spatial	meta_R_PPA_PHG	kj	KJ	4	retrieval	0.0061255100078941235	4
sub-11	meta_spatial	meta_R_PPC_SPL	yy	YY	3	retrieval	0.0049113340252168024	30
sub-11	meta_spatial	meta_R_PPC_SPL	yy	YY	4	retrieval	0.025876338121344787	30
sub-11	meta_spatial	meta_R_PPC_SPL	kj	KJ	3	retrieval	-0.0697637512321225	4
sub-11	meta_spatial	meta_R_PPC_SPL	kj	KJ	4	retrieval	-0.00014313865929196576	4
sub-11	meta_spatial	meta_R_RSC_PCC	yy	YY	3	retrieval	-0.008735754486024393	30
sub-11	meta_spatial	meta_R_RSC_PCC	yy	YY	4	retrieval	-0.008290392249738147	30
sub-11	meta_spatial	meta_R_RSC_PCC	kj	KJ	3	retrieval	-0.07093039490819752	4
sub-11	meta_spatial	meta_R_RSC_PCC	kj	KJ	4	retrieval	0.003207792423813985	4
sub-11	meta_spatial	meta_R_hippocampus	yy	YY	3	retrieval	-0.035368406760053456	30
sub-11	meta_spatial	meta_R_hippocampus	yy	YY	4	retrieval	-0.00778193236239548	30
sub-11	meta_spatial	meta_R_hippocampus	kj	KJ	3	retrieval	-0.0399910002747611	4
sub-11	meta_spatial	meta_R_hippocampus	kj	KJ	4	retrieval	0.0199278127025506	4
sub-11	meta_spatial	meta_R_precuneus	yy	YY	3	retrieval	-0.01853955720061258	30
sub-11	meta_spatial	meta_R_precuneus	yy	YY	4	retrieval	0.001176908322722147	30
sub-11	meta_spatial	meta_R_precuneus	kj	KJ	3	retrieval	-0.006935051179369996	4
sub-11	meta_spatial	meta_R_precuneus	kj	KJ	4	retrieval	-0.0896138568870048	4
sub-13	meta_spatial	meta_L_PPA_PHG	yy	YY	3	retrieval	0.0034229670137292363	30
sub-13	meta_spatial	meta_L_PPA_PHG	yy	YY	4	retrieval	-0.06315752737601713	30
sub-13	meta_spatial	meta_L_PPA_PHG	kj	KJ	3	retrieval	0.047392941169029104	4
sub-13	meta_spatial	meta_L_PPA_PHG	kj	KJ	4	retrieval	0.09500468509615614	4
sub-13	meta_spatial	meta_L_PPC_SPL	yy	YY	3	retrieval	0.017049192298647816	30
sub-13	meta_spatial	meta_L_PPC_SPL	yy	YY	4	retrieval	-0.004831450096202737	30
sub-13	meta_spatial	meta_L_PPC_SPL	kj	KJ	3	retrieval	0.1258456658329175	4
sub-13	meta_spatial	meta_L_PPC_SPL	kj	KJ	4	retrieval	-0.06283314100769444	4
sub-13	meta_spatial	meta_L_RSC_PCC	yy	YY	3	retrieval	0.029867793854212447	30
sub-13	meta_spatial	meta_L_RSC_PCC	yy	YY	4	retrieval	-0.04323975952187239	30
sub-13	meta_spatial	meta_L_RSC_PCC	kj	KJ	3	retrieval	0.02133977155398918	4
sub-13	meta_spatial	meta_L_RSC_PCC	kj	KJ	4	retrieval	-0.12919594523777803	4
sub-13	meta_spatial	meta_L_hippocampus	yy	YY	3	retrieval	-0.0023539004769110926	30
sub-13	meta_spatial	meta_L_hippocampus	yy	YY	4	retrieval	0.02431734085749393	30
sub-13	meta_spatial	meta_L_hippocampus	kj	KJ	3	retrieval	0.08368580932477426	4
sub-13	meta_spatial	meta_L_hippocampus	kj	KJ	4	retrieval	-0.07968591028108866	4
sub-13	meta_spatial	meta_L_precuneus	yy	YY	3	retrieval	-0.0058165352152223255	30
sub-13	meta_spatial	meta_L_precuneus	yy	YY	4	retrieval	-0.019140010828305912	30
sub-13	meta_spatial	meta_L_precuneus	kj	KJ	3	retrieval	0.09508536756308202	4
sub-13	meta_spatial	meta_L_precuneus	kj	KJ	4	retrieval	-0.044433185895024575	4
sub-13	meta_spatial	meta_R_PPA_PHG	yy	YY	3	retrieval	0.028747321076378087	30
sub-13	meta_spatial	meta_R_PPA_PHG	yy	YY	4	retrieval	-0.015417123029111364	30
sub-13	meta_spatial	meta_R_PPA_PHG	kj	KJ	3	retrieval	0.1104420485216574	4
sub-13	meta_spatial	meta_R_PPA_PHG	kj	KJ	4	retrieval	-0.028693115415929633	4
sub-13	meta_spatial	meta_R_PPC_SPL	yy	YY	3	retrieval	0.04406327614377246	30
sub-13	meta_spatial	meta_R_PPC_SPL	yy	YY	4	retrieval	0.005811989223051167	30
sub-13	meta_spatial	meta_R_PPC_SPL	kj	KJ	3	retrieval	0.09764664602262085	4
sub-13	meta_spatial	meta_R_PPC_SPL	kj	KJ	4	retrieval	0.08286277368167036	4
sub-13	meta_spatial	meta_R_RSC_PCC	yy	YY	3	retrieval	0.0573371251287402	30
sub-13	meta_spatial	meta_R_RSC_PCC	yy	YY	4	retrieval	-0.03944455124225318	30
sub-13	meta_spatial	meta_R_RSC_PCC	kj	KJ	3	retrieval	-0.06773522157178961	4
sub-13	meta_spatial	meta_R_RSC_PCC	kj	KJ	4	retrieval	-0.02888788837173774	4
sub-13	meta_spatial	meta_R_hippocampus	yy	YY	3	retrieval	0.039048362377116445	30
sub-13	meta_spatial	meta_R_hippocampus	yy	YY	4	retrieval	-0.02675758173201824	30
sub-13	meta_spatial	meta_R_hippocampus	kj	KJ	3	retrieval	-0.01783963227078393	4
sub-13	meta_spatial	meta_R_hippocampus	kj	KJ	4	retrieval	-0.1433789864569333	4
sub-13	meta_spatial	meta_R_precuneus	yy	YY	3	retrieval	0.012478594437471598	30
sub-13	meta_spatial	meta_R_precuneus	yy	YY	4	retrieval	-0.022226085398205978	30
sub-13	meta_spatial	meta_R_precuneus	kj	KJ	3	retrieval	-0.08498991055773118	4
sub-13	meta_spatial	meta_R_precuneus	kj	KJ	4	retrieval	-0.11017573108636022	4
sub-14	meta_spatial	meta_L_PPA_PHG	yy	YY	3	retrieval	0.045468084547562224	30
sub-14	meta_spatial	meta_L_PPA_PHG	yy	YY	4	retrieval	-0.024977744794810772	30
sub-14	meta_spatial	meta_L_PPA_PHG	kj	KJ	3	retrieval	0.043106537424116936	4
sub-14	meta_spatial	meta_L_PPA_PHG	kj	KJ	4	retrieval	0.0027860400274496815	4
sub-14	meta_spatial	meta_L_PPC_SPL	yy	YY	3	retrieval	0.022594123358049768	30
sub-14	meta_spatial	meta_L_PPC_SPL	yy	YY	4	retrieval	0.01464207413856698	30
sub-14	meta_spatial	meta_L_PPC_SPL	kj	KJ	3	retrieval	-0.03021377884787107	4
sub-14	meta_spatial	meta_L_PPC_SPL	kj	KJ	4	retrieval	-0.09826940833509606	4
sub-14	meta_spatial	meta_L_RSC_PCC	yy	YY	3	retrieval	-0.019289590561111493	30
sub-14	meta_spatial	meta_L_RSC_PCC	yy	YY	4	retrieval	0.05470150323488475	30
sub-14	meta_spatial	meta_L_RSC_PCC	kj	KJ	3	retrieval	-0.032520832083834175	4
sub-14	meta_spatial	meta_L_RSC_PCC	kj	KJ	4	retrieval	-0.026411573582985848	4
sub-14	meta_spatial	meta_L_hippocampus	yy	YY	3	retrieval	-0.019745282587262204	30
sub-14	meta_spatial	meta_L_hippocampus	yy	YY	4	retrieval	0.020270027971167504	30
sub-14	meta_spatial	meta_L_hippocampus	kj	KJ	3	retrieval	-0.0002913768956334991	4
sub-14	meta_spatial	meta_L_hippocampus	kj	KJ	4	retrieval	-0.004960826949741731	4
sub-14	meta_spatial	meta_L_precuneus	yy	YY	3	retrieval	-0.020081853690360314	30
sub-14	meta_spatial	meta_L_precuneus	yy	YY	4	retrieval	0.04706585737808555	30
sub-14	meta_spatial	meta_L_precuneus	kj	KJ	3	retrieval	0.0010129437001820743	4
sub-14	meta_spatial	meta_L_precuneus	kj	KJ	4	retrieval	-0.07595995188311624	4
sub-14	meta_spatial	meta_R_PPA_PHG	yy	YY	3	retrieval	0.040666806064878505	30
sub-14	meta_spatial	meta_R_PPA_PHG	yy	YY	4	retrieval	0.02429228035501519	30
sub-14	meta_spatial	meta_R_PPA_PHG	kj	KJ	3	retrieval	-0.010682362664014778	4
sub-14	meta_spatial	meta_R_PPA_PHG	kj	KJ	4	retrieval	-0.10081164495127007	4
sub-14	meta_spatial	meta_R_PPC_SPL	yy	YY	3	retrieval	-0.007281065861441283	30
sub-14	meta_spatial	meta_R_PPC_SPL	yy	YY	4	retrieval	-0.02076596648785504	30
sub-14	meta_spatial	meta_R_PPC_SPL	kj	KJ	3	retrieval	0.03367964132351556	4
sub-14	meta_spatial	meta_R_PPC_SPL	kj	KJ	4	retrieval	-0.009227813792848802	4
sub-14	meta_spatial	meta_R_RSC_PCC	yy	YY	3	retrieval	-0.043402142380433384	30
sub-14	meta_spatial	meta_R_RSC_PCC	yy	YY	4	retrieval	0.017739091653879702	30
sub-14	meta_spatial	meta_R_RSC_PCC	kj	KJ	3	retrieval	0.08212409709172654	4
sub-14	meta_spatial	meta_R_RSC_PCC	kj	KJ	4	retrieval	0.018775628156159338	4
sub-14	meta_spatial	meta_R_hippocampus	yy	YY	3	retrieval	0.01152308410925769	30
sub-14	meta_spatial	meta_R_hippocampus	yy	YY	4	retrieval	0.03498636689709957	30
sub-14	meta_spatial	meta_R_hippocampus	kj	KJ	3	retrieval	0.03710290704292031	4
sub-14	meta_spatial	meta_R_hippocampus	kj	KJ	4	retrieval	0.005931332150296113	4
sub-14	meta_spatial	meta_R_precuneus	yy	YY	3	retrieval	-0.020351434024442807	30
sub-14	meta_spatial	meta_R_precuneus	yy	YY	4	retrieval	-0.02373807092246278	30
sub-14	meta_spatial	meta_R_precuneus	kj	KJ	3	retrieval	-0.07505356516855419	4
